Disease_Class,Geopolitical_Zone,Eco_Zone,Soil_Type,Rainfall_mm,Temperature_C,Relative_Humidity_Pct,Nitrogen_Level_ppm,Phosphorus_Level_ppm,Potassium_Level_ppm,Insect_Vector_Count,Leaf_Symptom_Severity
Nutrient_Deficiency,North_East,Southern_Guinea_Savanna,Clay_Loam,663.9,30.8,65.6,21.8,7.8,66.9,3,4
Bacterial_Wilt,South_South,Derived_Savanna,Clay_Loam,680.6,32.0,70.9,100.0,55.0,220.0,3,5
Healthy,South_East,Derived_Savanna,Sandy_Loam,1314.8,30.8,58.4,77.8,33.2,121.7,0,1
Fungal_Blight,South_East,Humid_Forest,Sandy_Loam,2113.0,29.3,89.2,90.0,45.0,180.0,8,3
Bacterial_Wilt,South_South,Humid_Forest,Clay_Loam,1171.1,34.3,74.1,100.0,55.0,220.0,9,5
Bacterial_Wilt,North_West,Southern_Guinea_Savanna,Clay_Loam,1280.6,30.6,50.1,100.0,55.0,220.0,5,4
Nutrient_Deficiency,North_East,Derived_Savanna,Alluvial,724.2,33.1,40.0,25.4,13.9,47.2,0,2
Healthy,South_South,Derived_Savanna,Alluvial,1275.4,26.9,63.1,74.6,50.0,135.2,0,1
Healthy,North_Central,Humid_Forest,Alluvial,691.2,28.4,58.8,81.0,41.4,191.2,1,1
Viral_Mosaic,North_Central,Humid_Forest,Clay_Loam,1111.3,27.9,60.2,100.0,55.0,220.0,27,2
Healthy,North_East,Humid_Forest,Sandy_Loam,1345.4,26.1,62.2,81.2,38.8,161.4,1,1
Healthy,South_East,Derived_Savanna,Sandy_Loam,1330.1,29.3,67.7,66.8,31.3,191.9,0,1
Fungal_Blight,South_South,Humid_Forest,Sandy_Loam,2059.9,30.1,87.2,90.0,45.0,180.0,12,4
Fungal_Blight,South_West,Humid_Forest,Alluvial,2388.1,30.0,84.7,90.0,45.0,180.0,5,4
Nutrient_Deficiency,South_West,Derived_Savanna,Lateritic,780.0,35.9,60.6,22.1,9.7,61.7,1,2
Nutrient_Deficiency,South_South,Sudan_Savanna,Sandy_Loam,670.2,36.2,53.0,25.3,11.5,53.2,2,3
Viral_Mosaic,South_West,Derived_Savanna,Clay_Loam,1376.2,31.5,53.5,100.0,55.0,220.0,30,3
Bacterial_Wilt,North_East,Southern_Guinea_Savanna,Alluvial,1120.6,33.6,85.4,100.0,55.0,220.0,4,5
Bacterial_Wilt,North_East,Southern_Guinea_Savanna,Sandy_Loam,1388.8,30.0,81.8,100.0,55.0,220.0,5,5
Fungal_Blight,South_South,Humid_Forest,Clay_Loam,2034.7,29.7,83.4,90.0,45.0,180.0,8,4
Healthy,South_West,Humid_Forest,Sandy_Loam,1112.3,27.8,67.6,92.9,34.6,196.4,0,1
Nutrient_Deficiency,North_East,Derived_Savanna,Clay_Loam,633.3,27.6,40.0,11.7,9.5,41.3,1,3
Bacterial_Wilt,South_South,Southern_Guinea_Savanna,Clay_Loam,1046.4,36.1,82.1,100.0,55.0,220.0,8,5
Healthy,South_East,Humid_Forest,Clay_Loam,781.1,27.8,60.8,74.7,33.8,130.7,0,1
Nutrient_Deficiency,North_West,Derived_Savanna,Lateritic,767.3,33.2,42.3,10.0,14.5,36.5,0,2
Healthy,South_East,Derived_Savanna,Alluvial,1276.5,27.2,68.3,83.7,44.0,144.3,2,1
Healthy,South_East,Humid_Forest,Sandy_Loam,1056.5,29.8,51.5,62.0,35.8,178.3,0,1
Bacterial_Wilt,South_South,Sudan_Savanna,Clay_Loam,1062.2,30.0,81.2,100.0,55.0,220.0,10,5
Fungal_Blight,South_South,Humid_Forest,Alluvial,2075.8,32.2,84.2,90.0,45.0,180.0,8,5
Fungal_Blight,South_West,Humid_Forest,Clay_Loam,2271.8,26.8,86.4,90.0,45.0,180.0,5,3
Fungal_Blight,South_South,Humid_Forest,Clay_Loam,2302.4,29.4,85.2,90.0,45.0,180.0,6,4
Nutrient_Deficiency,North_West,Sudan_Savanna,Lateritic,685.9,28.9,62.6,17.5,12.2,63.1,1,2
Nutrient_Deficiency,South_South,Derived_Savanna,Lateritic,809.5,27.3,50.2,10.0,10.0,33.0,0,3
Healthy,North_East,Humid_Forest,Clay_Loam,1056.8,33.0,50.7,79.2,43.2,181.2,0,1
Healthy,North_West,Derived_Savanna,Alluvial,1344.3,22.8,57.2,89.0,34.5,174.8,1,1
Bacterial_Wilt,South_South,Derived_Savanna,Alluvial,600.0,35.2,69.5,100.0,55.0,220.0,4,5
Healthy,North_East,Humid_Forest,Clay_Loam,1654.6,22.0,72.2,81.4,33.0,133.1,0,1
Bacterial_Wilt,North_Central,Southern_Guinea_Savanna,Clay_Loam,1108.2,30.0,90.0,100.0,55.0,220.0,8,4
Nutrient_Deficiency,North_East,Sudan_Savanna,Clay_Loam,809.7,29.6,44.5,21.7,11.6,51.5,3,2
Fungal_Blight,South_East,Humid_Forest,Alluvial,2372.3,26.1,87.5,90.0,45.0,180.0,12,3
Healthy,North_Central,Derived_Savanna,Alluvial,1735.6,33.1,48.1,80.2,39.4,149.4,0,1
Healthy,South_East,Derived_Savanna,Alluvial,1329.6,26.3,71.4,75.9,36.4,120.5,0,1
Healthy,North_East,Humid_Forest,Alluvial,1418.4,27.3,68.8,60.0,38.5,144.9,2,1
Nutrient_Deficiency,South_South,Southern_Guinea_Savanna,Sandy_Loam,686.6,34.2,55.4,28.4,14.2,34.6,2,2
Healthy,North_East,Humid_Forest,Sandy_Loam,1557.4,30.2,52.9,86.2,38.7,161.8,0,1
Bacterial_Wilt,South_East,Southern_Guinea_Savanna,Clay_Loam,1329.9,33.6,68.7,100.0,55.0,220.0,4,5
Bacterial_Wilt,South_South,Southern_Guinea_Savanna,Lateritic,936.4,34.3,74.7,100.0,55.0,220.0,3,4
Fungal_Blight,South_South,Derived_Savanna,Lateritic,1992.0,33.9,83.6,90.0,45.0,180.0,9,5
Fungal_Blight,South_South,Derived_Savanna,Sandy_Loam,2092.9,28.2,90.1,90.0,45.0,180.0,6,3
Nutrient_Deficiency,South_East,Sudan_Savanna,Lateritic,845.7,28.7,54.8,17.0,9.4,30.0,0,2
Fungal_Blight,South_West,Humid_Forest,Sandy_Loam,2592.1,31.5,95.0,90.0,45.0,180.0,1,5
Nutrient_Deficiency,North_East,Sudan_Savanna,Lateritic,874.2,26.8,68.0,18.9,12.3,61.5,1,3
Healthy,South_South,Southern_Guinea_Savanna,Sandy_Loam,1528.4,26.0,73.9,75.3,38.9,141.3,0,1
Nutrient_Deficiency,North_East,Sudan_Savanna,Lateritic,763.7,28.5,47.2,18.1,10.8,60.9,1,3
Healthy,South_South,Humid_Forest,Clay_Loam,1235.2,27.5,61.4,77.6,42.6,161.3,0,1
Nutrient_Deficiency,South_South,Southern_Guinea_Savanna,Alluvial,654.9,28.7,63.6,17.8,5.1,50.4,1,4
Healthy,South_South,Southern_Guinea_Savanna,Alluvial,1415.1,33.6,75.9,85.8,43.1,183.1,1,1
Bacterial_Wilt,North_West,Humid_Forest,Clay_Loam,1229.4,34.5,77.4,100.0,55.0,220.0,4,5
Fungal_Blight,South_South,Humid_Forest,Alluvial,2178.1,27.7,84.5,90.0,45.0,180.0,9,4
Bacterial_Wilt,North_Central,Southern_Guinea_Savanna,Clay_Loam,1404.8,31.4,74.3,100.0,55.0,220.0,4,5
Healthy,South_West,Southern_Guinea_Savanna,Alluvial,1507.7,25.5,49.1,60.0,41.7,164.6,0,1
Fungal_Blight,South_West,Humid_Forest,Clay_Loam,2108.6,30.3,82.6,90.0,45.0,180.0,8,4
Healthy,South_West,Southern_Guinea_Savanna,Alluvial,1482.7,26.4,45.3,76.3,37.7,150.0,1,1
Bacterial_Wilt,North_Central,Southern_Guinea_Savanna,Clay_Loam,1290.1,32.9,69.4,100.0,55.0,220.0,4,4
Bacterial_Wilt,South_West,Derived_Savanna,Clay_Loam,600.0,33.4,79.7,100.0,55.0,220.0,3,5
Healthy,South_West,Humid_Forest,Sandy_Loam,1262.3,28.8,75.0,76.5,43.0,170.3,1,1
Viral_Mosaic,North_Central,Derived_Savanna,Sandy_Loam,1441.0,34.0,69.7,100.0,55.0,220.0,30,3
Bacterial_Wilt,South_South,Derived_Savanna,Sandy_Loam,1273.4,34.7,68.3,100.0,55.0,220.0,6,5
Nutrient_Deficiency,South_East,Sudan_Savanna,Lateritic,1007.1,33.9,64.0,19.6,11.2,30.0,1,2
Bacterial_Wilt,South_East,Sudan_Savanna,Lateritic,1362.9,32.9,64.6,100.0,55.0,220.0,3,5
Nutrient_Deficiency,South_West,Derived_Savanna,Lateritic,775.3,31.3,69.9,21.1,11.8,60.4,2,4
Nutrient_Deficiency,North_Central,Southern_Guinea_Savanna,Lateritic,884.7,36.7,55.1,23.8,5.2,46.2,0,3
Healthy,South_West,Southern_Guinea_Savanna,Clay_Loam,1622.4,29.7,60.9,65.8,38.0,138.7,1,1
Fungal_Blight,South_East,Humid_Forest,Clay_Loam,2280.8,28.7,88.0,90.0,45.0,180.0,10,4
Nutrient_Deficiency,South_East,Sudan_Savanna,Lateritic,807.0,33.2,53.8,14.5,6.4,38.6,1,3
Healthy,North_Central,Humid_Forest,Sandy_Loam,1576.9,26.1,58.2,90.3,36.3,157.5,0,1
Viral_Mosaic,North_Central,Derived_Savanna,Lateritic,1025.6,30.5,72.5,100.0,55.0,220.0,29,3
Nutrient_Deficiency,South_West,Derived_Savanna,Lateritic,1029.4,32.4,40.0,20.7,10.9,63.0,2,3
Nutrient_Deficiency,South_South,Sudan_Savanna,Clay_Loam,892.3,31.1,53.9,10.0,12.6,47.4,0,3
Healthy,North_East,Derived_Savanna,Clay_Loam,1875.9,24.3,72.1,89.5,34.1,185.2,1,1
Bacterial_Wilt,North_Central,Sudan_Savanna,Alluvial,1277.7,34.9,53.0,100.0,55.0,220.0,6,5
Healthy,North_East,Humid_Forest,Sandy_Loam,1609.4,31.4,59.9,82.6,37.2,220.0,0,1
Healthy,South_South,Humid_Forest,Sandy_Loam,1283.6,33.0,74.6,64.7,41.6,139.6,2,1
Viral_Mosaic,South_West,Southern_Guinea_Savanna,Lateritic,1614.8,30.3,56.2,100.0,55.0,220.0,28,3
Healthy,North_East,Derived_Savanna,Alluvial,1212.3,30.6,64.7,74.7,32.3,165.3,1,1
Fungal_Blight,South_West,Humid_Forest,Lateritic,1800.0,31.0,83.8,90.0,45.0,180.0,13,4
Healthy,North_West,Derived_Savanna,Clay_Loam,1556.1,27.3,64.0,60.8,36.9,181.4,1,1
Healthy,South_South,Southern_Guinea_Savanna,Sandy_Loam,1202.5,28.4,61.2,73.8,34.3,175.2,1,1
Healthy,North_Central,Derived_Savanna,Sandy_Loam,1211.2,29.0,59.3,86.7,34.3,188.9,1,1
Healthy,South_West,Southern_Guinea_Savanna,Clay_Loam,1058.6,27.3,54.1,78.6,30.1,168.5,2,1
Healthy,South_East,Southern_Guinea_Savanna,Sandy_Loam,1545.0,28.9,59.2,92.2,39.3,124.2,1,1
Nutrient_Deficiency,South_East,Southern_Guinea_Savanna,Lateritic,886.1,24.3,45.4,23.1,10.9,45.5,2,2
Healthy,South_South,Southern_Guinea_Savanna,Alluvial,1831.6,29.1,68.7,97.8,35.6,175.7,1,1
Healthy,South_South,Derived_Savanna,Alluvial,1366.6,27.0,66.3,78.5,45.0,124.0,1,1
Bacterial_Wilt,South_South,Humid_Forest,Clay_Loam,775.4,33.6,88.9,100.0,55.0,220.0,2,4
Healthy,South_West,Derived_Savanna,Alluvial,1324.6,30.8,56.6,87.6,30.0,173.8,0,1
Viral_Mosaic,South_West,Derived_Savanna,Clay_Loam,643.3,27.9,89.1,100.0,55.0,220.0,41,4
Bacterial_Wilt,North_East,Southern_Guinea_Savanna,Clay_Loam,862.9,32.4,49.0,100.0,55.0,220.0,5,5
Fungal_Blight,South_South,Humid_Forest,Clay_Loam,2107.1,29.0,80.0,90.0,45.0,180.0,7,4
Fungal_Blight,South_South,Humid_Forest,Alluvial,1971.6,27.5,84.6,90.0,45.0,180.0,9,4
Viral_Mosaic,North_Central,Southern_Guinea_Savanna,Clay_Loam,1014.3,26.7,67.7,100.0,55.0,220.0,21,2
Healthy,North_East,Derived_Savanna,Alluvial,1633.0,28.6,74.5,67.1,36.8,100.0,0,1
Bacterial_Wilt,North_East,Derived_Savanna,Alluvial,1306.3,32.4,77.0,100.0,55.0,220.0,4,4
Healthy,North_Central,Southern_Guinea_Savanna,Clay_Loam,1454.5,28.4,66.0,87.9,30.0,183.6,0,1
Nutrient_Deficiency,North_West,Derived_Savanna,Sandy_Loam,956.3,36.0,68.5,26.4,7.7,57.9,1,4
Healthy,North_East,Southern_Guinea_Savanna,Sandy_Loam,1297.7,28.8,64.9,71.8,40.9,140.7,0,1
Bacterial_Wilt,South_West,Southern_Guinea_Savanna,Clay_Loam,728.0,33.3,63.5,100.0,55.0,220.0,3,5
Viral_Mosaic,North_Central,Southern_Guinea_Savanna,Lateritic,940.4,29.2,78.8,100.0,55.0,220.0,23,4
Nutrient_Deficiency,North_East,Southern_Guinea_Savanna,Lateritic,809.1,27.0,51.4,16.3,8.4,52.7,3,3
Viral_Mosaic,South_West,Southern_Guinea_Savanna,Clay_Loam,1817.2,37.8,78.6,100.0,55.0,220.0,29,3
Healthy,North_East,Humid_Forest,Alluvial,1479.5,31.9,52.6,71.2,30.6,144.9,1,1
Healthy,North_Central,Derived_Savanna,Sandy_Loam,1513.1,24.9,73.6,78.1,36.0,152.5,0,1
Viral_Mosaic,South_West,Derived_Savanna,Sandy_Loam,678.3,29.9,79.4,100.0,55.0,220.0,19,2
Fungal_Blight,South_South,Derived_Savanna,Alluvial,2324.4,29.3,88.3,90.0,45.0,180.0,10,3
Bacterial_Wilt,South_West,Derived_Savanna,Alluvial,1336.9,34.1,61.3,100.0,55.0,220.0,7,4
Nutrient_Deficiency,North_West,Derived_Savanna,Clay_Loam,877.9,30.7,65.9,11.8,7.9,46.0,2,3
Fungal_Blight,South_West,Humid_Forest,Alluvial,2226.0,30.5,88.0,90.0,45.0,180.0,11,4
Healthy,South_West,Southern_Guinea_Savanna,Alluvial,1454.0,26.7,51.8,65.0,39.3,147.8,0,1
Fungal_Blight,South_South,Derived_Savanna,Clay_Loam,2075.0,29.1,93.5,90.0,45.0,180.0,9,4
Bacterial_Wilt,South_South,Southern_Guinea_Savanna,Clay_Loam,1353.5,35.4,63.1,100.0,55.0,220.0,4,5
Healthy,North_East,Humid_Forest,Alluvial,1438.9,28.2,60.4,76.5,38.0,188.3,2,1
Fungal_Blight,South_South,Humid_Forest,Sandy_Loam,1834.2,30.4,90.1,90.0,45.0,180.0,7,3
Fungal_Blight,South_South,Derived_Savanna,Alluvial,2313.3,28.4,80.0,90.0,45.0,180.0,8,5
Healthy,South_West,Southern_Guinea_Savanna,Clay_Loam,1376.1,28.6,62.2,86.7,46.2,160.2,1,1
Fungal_Blight,South_West,Derived_Savanna,Sandy_Loam,1916.7,29.0,89.3,90.0,45.0,180.0,2,4
Healthy,North_West,Southern_Guinea_Savanna,Alluvial,849.1,27.1,61.3,80.3,40.2,182.6,2,1
Bacterial_Wilt,South_South,Derived_Savanna,Clay_Loam,778.3,34.7,75.4,100.0,55.0,220.0,5,5
Nutrient_Deficiency,North_Central,Derived_Savanna,Lateritic,867.2,38.0,53.9,19.4,8.2,51.0,3,2
Bacterial_Wilt,South_South,Derived_Savanna,Alluvial,718.8,33.0,59.3,100.0,55.0,220.0,3,4
Fungal_Blight,South_West,Humid_Forest,Alluvial,2343.3,30.2,80.4,90.0,45.0,180.0,6,4
Nutrient_Deficiency,South_East,Derived_Savanna,Sandy_Loam,664.0,31.0,56.9,19.1,9.9,37.4,2,2
Nutrient_Deficiency,North_West,Sudan_Savanna,Lateritic,600.0,38.0,41.4,29.9,9.5,43.7,2,2
Viral_Mosaic,South_West,Southern_Guinea_Savanna,Alluvial,1247.1,31.8,59.1,100.0,55.0,220.0,27,3
Viral_Mosaic,South_West,Humid_Forest,Sandy_Loam,1481.2,29.9,64.8,100.0,55.0,220.0,19,3
Healthy,South_South,Southern_Guinea_Savanna,Clay_Loam,1514.9,28.2,71.1,74.1,33.5,195.5,1,1
Viral_Mosaic,South_West,Southern_Guinea_Savanna,Sandy_Loam,1570.6,28.7,52.6,100.0,55.0,220.0,26,2
Nutrient_Deficiency,North_East,Southern_Guinea_Savanna,Clay_Loam,736.3,36.7,52.6,30.0,8.6,70.0,3,4
Healthy,South_East,Derived_Savanna,Alluvial,1088.3,31.1,68.2,77.6,36.9,109.4,0,1
Fungal_Blight,South_South,Humid_Forest,Alluvial,2761.7,28.2,91.3,90.0,45.0,180.0,11,3
Healthy,South_South,Derived_Savanna,Sandy_Loam,1335.4,26.7,53.9,68.3,45.1,128.7,2,1
Fungal_Blight,South_South,Humid_Forest,Alluvial,2274.7,32.2,88.7,90.0,45.0,180.0,11,3
Nutrient_Deficiency,North_East,Derived_Savanna,Clay_Loam,600.0,34.1,62.5,30.0,12.1,41.2,1,3
Healthy,South_East,Humid_Forest,Sandy_Loam,1541.2,32.0,52.1,72.1,38.9,167.0,1,1
Fungal_Blight,South_East,Derived_Savanna,Alluvial,1869.0,28.5,87.7,90.0,45.0,180.0,9,4
Healthy,South_East,Humid_Forest,Sandy_Loam,1042.1,30.8,62.3,66.9,30.2,121.8,0,1
Healthy,South_West,Southern_Guinea_Savanna,Sandy_Loam,1532.9,28.7,64.7,86.0,41.1,151.5,1,1
Nutrient_Deficiency,North_Central,Southern_Guinea_Savanna,Lateritic,836.8,27.5,58.0,22.0,12.0,46.1,2,3
Bacterial_Wilt,North_East,Derived_Savanna,Alluvial,1682.2,35.0,69.2,100.0,55.0,220.0,1,4
Fungal_Blight,South_West,Humid_Forest,Alluvial,2043.0,29.2,83.2,90.0,45.0,180.0,6,5
Fungal_Blight,South_West,Humid_Forest,Clay_Loam,2164.9,26.5,88.7,90.0,45.0,180.0,7,3
Healthy,South_East,Humid_Forest,Sandy_Loam,1883.3,28.5,77.7,75.6,43.8,187.5,0,1
Viral_Mosaic,South_West,Derived_Savanna,Sandy_Loam,1271.6,30.4,59.2,100.0,55.0,220.0,36,2
Nutrient_Deficiency,North_East,Sudan_Savanna,Sandy_Loam,600.0,30.6,40.0,17.8,15.0,58.0,1,2
Healthy,South_East,Derived_Savanna,Sandy_Loam,1545.2,26.1,44.7,80.6,43.9,126.2,2,1
Fungal_Blight,South_East,Humid_Forest,Alluvial,1953.4,30.1,94.9,90.0,45.0,180.0,5,5
Bacterial_Wilt,North_Central,Southern_Guinea_Savanna,Clay_Loam,1579.3,31.5,46.8,100.0,55.0,220.0,3,4
Fungal_Blight,South_South,Humid_Forest,Clay_Loam,1800.0,28.5,87.5,90.0,45.0,180.0,7,4
Viral_Mosaic,South_West,Southern_Guinea_Savanna,Lateritic,1590.3,29.1,61.4,100.0,55.0,220.0,23,3
Healthy,South_East,Humid_Forest,Sandy_Loam,1683.2,28.1,62.8,79.1,46.0,133.9,0,1
Fungal_Blight,South_East,Humid_Forest,Alluvial,2145.5,30.8,82.1,90.0,45.0,180.0,7,3
Fungal_Blight,South_South,Humid_Forest,Clay_Loam,2341.6,27.6,80.0,90.0,45.0,180.0,8,3
Viral_Mosaic,North_Central,Derived_Savanna,Lateritic,1336.7,33.3,77.4,100.0,55.0,220.0,32,4
Viral_Mosaic,North_West,Derived_Savanna,Alluvial,739.9,30.4,54.5,100.0,55.0,220.0,22,2
Healthy,North_Central,Humid_Forest,Alluvial,675.3,31.7,79.3,90.3,37.9,142.8,0,1
Healthy,North_Central,Southern_Guinea_Savanna,Clay_Loam,1682.3,27.8,71.6,87.2,50.0,156.8,1,1
Fungal_Blight,South_West,Humid_Forest,Clay_Loam,2184.4,30.4,80.5,90.0,45.0,180.0,9,3
Healthy,North_West,Humid_Forest,Alluvial,1260.9,31.3,67.9,86.2,36.9,147.3,0,1
Bacterial_Wilt,North_Central,Derived_Savanna,Clay_Loam,1336.9,37.9,63.3,100.0,55.0,220.0,5,5
Bacterial_Wilt,North_Central,Sudan_Savanna,Sandy_Loam,1573.4,33.4,58.6,100.0,55.0,220.0,3,4
Healthy,North_East,Southern_Guinea_Savanna,Sandy_Loam,1393.3,28.8,71.5,65.4,42.7,174.8,1,1
Healthy,South_South,Derived_Savanna,Clay_Loam,1313.4,30.4,68.9,70.3,38.8,179.9,0,1
Nutrient_Deficiency,South_East,Derived_Savanna,Lateritic,691.6,32.3,59.9,24.0,12.6,33.7,0,3
Healthy,South_West,Derived_Savanna,Sandy_Loam,1034.7,27.9,65.8,75.9,42.3,139.8,0,1
Healthy,South_East,Derived_Savanna,Sandy_Loam,1277.2,27.8,62.4,67.4,35.4,127.9,3,1
Viral_Mosaic,North_Central,Derived_Savanna,Alluvial,985.4,24.8,59.3,100.0,55.0,220.0,28,3
Viral_Mosaic,South_West,Humid_Forest,Alluvial,1193.4,33.4,57.5,100.0,55.0,220.0,21,4
Nutrient_Deficiency,North_Central,Sudan_Savanna,Lateritic,655.7,28.9,50.0,23.3,10.7,56.8,2,3
Healthy,South_South,Southern_Guinea_Savanna,Sandy_Loam,1255.6,24.6,64.9,80.3,36.9,171.8,0,1
Fungal_Blight,South_South,Humid_Forest,Lateritic,2085.2,27.5,84.0,90.0,45.0,180.0,6,3
Bacterial_Wilt,South_East,Derived_Savanna,Sandy_Loam,1411.0,35.0,68.2,100.0,55.0,220.0,5,5
Bacterial_Wilt,South_West,Derived_Savanna,Sandy_Loam,1563.1,32.3,71.7,100.0,55.0,220.0,5,4
Fungal_Blight,South_East,Humid_Forest,Sandy_Loam,2594.8,28.4,82.8,90.0,45.0,180.0,7,5
Fungal_Blight,South_South,Humid_Forest,Clay_Loam,1828.5,28.4,92.7,90.0,45.0,180.0,8,5
Viral_Mosaic,North_West,Humid_Forest,Alluvial,975.6,30.1,76.3,100.0,55.0,220.0,27,3
Healthy,North_Central,Humid_Forest,Sandy_Loam,1148.2,32.1,64.1,72.1,40.9,160.9,0,1
Nutrient_Deficiency,North_West,Derived_Savanna,Alluvial,798.9,33.4,46.8,10.0,7.1,62.8,1,3
Viral_Mosaic,South_West,Derived_Savanna,Sandy_Loam,1494.0,31.5,71.7,100.0,55.0,220.0,27,4
Healthy,North_East,Southern_Guinea_Savanna,Sandy_Loam,1703.1,30.2,59.9,69.1,30.0,142.0,0,1
Viral_Mosaic,South_West,Southern_Guinea_Savanna,Sandy_Loam,1469.3,27.3,57.7,100.0,55.0,220.0,24,3
Fungal_Blight,South_South,Humid_Forest,Alluvial,1939.7,32.3,90.9,90.0,45.0,180.0,9,4
Viral_Mosaic,South_West,Derived_Savanna,Lateritic,1113.3,30.4,55.6,100.0,55.0,220.0,18,4
Fungal_Blight,South_West,Humid_Forest,Clay_Loam,2109.2,30.4,89.1,90.0,45.0,180.0,8,5
Viral_Mosaic,South_West,Derived_Savanna,Lateritic,1150.3,31.6,65.0,100.0,55.0,220.0,27,2
Viral_Mosaic,North_West,Southern_Guinea_Savanna,Lateritic,1378.8,32.2,70.3,100.0,55.0,220.0,22,4
Viral_Mosaic,North_Central,Derived_Savanna,Clay_Loam,861.0,28.6,71.4,100.0,55.0,220.0,24,4
Healthy,North_West,Derived_Savanna,Alluvial,1202.6,23.4,60.7,79.9,39.5,145.9,1,1
Viral_Mosaic,North_Central,Humid_Forest,Sandy_Loam,786.8,32.6,78.3,100.0,55.0,220.0,18,2
Nutrient_Deficiency,North_Central,Derived_Savanna,Clay_Loam,807.6,28.1,40.0,15.4,6.2,35.5,1,3
Healthy,North_Central,Derived_Savanna,Alluvial,1354.2,25.3,57.3,69.6,36.0,146.5,1,1
Bacterial_Wilt,South_East,Sudan_Savanna,Lateritic,1220.8,31.4,81.3,100.0,55.0,220.0,2,4
Viral_Mosaic,South_West,Derived_Savanna,Alluvial,779.6,29.1,59.8,100.0,55.0,220.0,27,4
Healthy,North_West,Derived_Savanna,Alluvial,1192.0,33.8,74.6,76.7,46.2,194.6,0,1
Healthy,South_East,Derived_Savanna,Sandy_Loam,1354.5,25.6,61.3,81.4,38.1,147.6,0,1
Healthy,North_East,Derived_Savanna,Sandy_Loam,1612.3,29.2,53.8,77.5,40.9,141.1,0,1
Bacterial_Wilt,South_South,Humid_Forest,Clay_Loam,1529.1,30.1,64.4,100.0,55.0,220.0,7,4
Healthy,North_East,Southern_Guinea_Savanna,Sandy_Loam,1728.9,29.9,58.2,60.0,31.3,172.6,0,1
Healthy,South_East,Southern_Guinea_Savanna,Alluvial,1398.8,26.6,64.8,79.2,34.1,137.7,0,1
Bacterial_Wilt,North_Central,Derived_Savanna,Clay_Loam,1423.4,32.8,54.1,100.0,55.0,220.0,4,4
Fungal_Blight,South_East,Humid_Forest,Sandy_Loam,2174.2,25.2,89.8,90.0,45.0,180.0,5,5
Bacterial_Wilt,North_West,Derived_Savanna,Clay_Loam,1155.3,32.3,60.3,100.0,55.0,220.0,3,5
Nutrient_Deficiency,South_West,Southern_Guinea_Savanna,Clay_Loam,612.2,28.8,47.5,14.4,11.6,37.8,2,3
Bacterial_Wilt,South_West,Southern_Guinea_Savanna,Clay_Loam,1124.2,33.4,73.2,100.0,55.0,220.0,3,5
Fungal_Blight,South_East,Humid_Forest,Lateritic,2176.3,28.8,92.3,90.0,45.0,180.0,6,4
Nutrient_Deficiency,South_South,Sudan_Savanna,Alluvial,813.5,35.1,43.4,23.2,11.5,61.5,2,2
Healthy,South_East,Derived_Savanna,Sandy_Loam,1669.1,31.5,57.0,82.0,41.5,166.5,0,1
Healthy,North_East,Derived_Savanna,Sandy_Loam,989.6,26.0,72.5,60.5,42.8,124.7,0,1
Healthy,North_Central,Derived_Savanna,Sandy_Loam,1100.8,34.6,67.6,100.0,43.1,146.0,1,1
Bacterial_Wilt,North_West,Southern_Guinea_Savanna,Clay_Loam,1230.2,36.3,70.2,100.0,55.0,220.0,4,4
Nutrient_Deficiency,North_East,Sudan_Savanna,Lateritic,624.7,33.8,58.7,10.0,12.9,37.2,1,4
Healthy,North_East,Humid_Forest,Sandy_Loam,1158.4,25.2,68.5,99.9,37.1,143.0,0,1
Bacterial_Wilt,South_East,Humid_Forest,Clay_Loam,1487.1,32.6,73.5,100.0,55.0,220.0,5,4
Nutrient_Deficiency,North_East,Derived_Savanna,Lateritic,1092.8,33.7,51.3,17.1,10.9,57.2,0,3
Fungal_Blight,South_South,Humid_Forest,Clay_Loam,2385.0,27.3,86.8,90.0,45.0,180.0,12,4
Fungal_Blight,South_West,Derived_Savanna,Sandy_Loam,1800.0,29.6,88.6,90.0,45.0,180.0,6,3
Fungal_Blight,South_West,Humid_Forest,Alluvial,2030.1,28.7,88.9,90.0,45.0,180.0,6,4
Healthy,South_East,Southern_Guinea_Savanna,Alluvial,1059.8,25.0,75.7,76.3,38.1,132.4,0,1
Bacterial_Wilt,South_South,Southern_Guinea_Savanna,Clay_Loam,957.9,32.5,85.6,100.0,55.0,220.0,3,5
Fungal_Blight,South_South,Humid_Forest,Clay_Loam,2283.8,29.9,87.1,90.0,45.0,180.0,10,3
Nutrient_Deficiency,North_West,Derived_Savanna,Lateritic,755.4,37.3,46.0,25.8,6.9,56.1,2,2
Fungal_Blight,South_West,Humid_Forest,Sandy_Loam,2211.6,25.1,84.7,90.0,45.0,180.0,6,3
Fungal_Blight,South_West,Humid_Forest,Sandy_Loam,2229.1,26.5,85.5,90.0,45.0,180.0,9,4
Fungal_Blight,South_South,Humid_Forest,Sandy_Loam,2252.5,28.9,90.2,90.0,45.0,180.0,10,4
Viral_Mosaic,North_West,Derived_Savanna,Sandy_Loam,1169.5,28.0,49.8,100.0,55.0,220.0,22,2
Viral_Mosaic,North_West,Derived_Savanna,Clay_Loam,1741.4,35.4,60.5,100.0,55.0,220.0,35,3
Fungal_Blight,South_East,Derived_Savanna,Sandy_Loam,2170.5,31.4,87.0,90.0,45.0,180.0,7,5
