State,Latitude,Longitude,Temperature,Humidity,Soil_Moisture,Rainfall,Nitrogen_Level,Phosphorus_Level,Potassium_Level,Disease_Class
Enugu,,6.078187,20.17,41.11,13.85,149.61,23.36,68.68,54.51,Fungal Blight
Cross River,12.079488,7.721885,22.52,76.89,22.36,425.68,71.17,64.1,47.05,Viral Mosaic
Enugu,7.169512,13.333864,25.8,65.81,48.41,373.7,19.44,93.23,,Bacterial Wilt
Kaduna,5.194688,13.306952,30.41,59.07,43.67,378.25,88.49,30.57,10.83,Fungal Blight
Benue,6.028984,10.885697,21.35,87.43,13.21,128.08,56.5,,97.86,Viral Mosaic
Enugu,5.6425,12.878276,36.98,86.98,10.51,107.32,44.66,89.56,66.2,Healthy
Cross River,5.609554,4.020893,26.57,41.23,79.16,60.41,15.13,17.01,23.67,Fungal Blight
Cross River,9.167055,12.947442,,73.52,56.12,144.82,44.27,15.03,14.21,Fungal Blight
Kaduna,6.712627,6.687129,34.05,60.23,35.58,359.68,91.29,31.0,58.43,Healthy
Benue,7.723257,5.050812,,62.86,42.93,146.02,11.89,66.97,31.14,Bacterial Wilt
Ogun,13.405548,5.752753,30.92,,28.66,341.64,,33.39,37.1,Bacterial Wilt
Benue,10.658828,7.806638,31.28,,34.14,150.76,93.8,,32.06,Healthy
Enugu,13.040826,5.888708,31.48,91.87,55.43,208.12,45.54,51.29,68.52,Healthy
,5.783009,6.686527,31.32,49.88,71.8,443.26,48.54,65.22,59.82,Bacterial Wilt
Benue,7.939255,4.552253,29.97,76.45,22.89,147.92,62.07,32.37,17.02,Healthy
Kebbi,9.492586,,37.76,76.97,68.83,200.55,51.66,37.06,57.39,Fungal Blight
Kaduna,5.190823,9.581264,33.18,53.87,18.51,170.43,25.17,,81.21,Healthy
Kebbi,4.537687,8.081318,33.99,57.86,25.05,93.85,11.67,95.12,17.31,Bacterial Wilt
Cross River,10.533909,6.987266,35.7,85.91,12.6,245.96,64.88,70.73,90.08,Healthy
Enugu,10.276376,11.584199,23.88,,19.86,201.48,92.87,80.46,62.05,Bacterial Wilt
Ogun,8.197099,13.275365,21.51,58.1,74.21,327.95,,43.01,95.56,Healthy
Enugu,8.906797,11.703076,,69.37,42.16,377.04,28.99,34.5,23.33,Nutrient Deficiency
Enugu,8.238987,6.818008,29.25,43.39,15.44,267.7,43.32,50.88,99.42,Bacterial Wilt
Benue,4.716045,11.561085,34.93,51.48,77.18,62.88,82.79,82.64,67.98,Fungal Blight
Kebbi,,4.747772,27.99,66.72,71.53,297.57,34.23,,,Bacterial Wilt
Enugu,6.09374,4.498657,30.28,44.73,62.83,72.16,89.38,86.21,56.38,Fungal Blight
Enugu,5.385818,6.974711,29.49,86.38,75.34,296.54,14.95,98.99,12.13,Healthy
Kebbi,13.110484,12.288577,20.69,79.49,25.41,324.01,94.69,16.48,,Healthy
Benue,9.894238,5.833005,31.07,91.9,68.55,129.11,,14.09,67.96,Healthy
,11.057907,3.727414,34.9,78.14,58.3,377.74,69.29,23.46,18.25,Healthy
Ogun,7.338274,4.51466,22.84,118.75,70.88,414.43,43.09,44.59,11.89,Fungal Blight
Cross River,8.038324,12.875567,30.7,70.5,65.78,375.23,80.38,21.79,14.57,Bacterial Wilt
Cross River,6.632316,10.288508,30.68,73.01,34.25,172.04,,88.36,64.85,Viral Mosaic
Ogun,5.372691,,22.96,,64.21,284.66,14.4,12.08,65.26,Fungal Blight
,6.111285,9.385902,22.22,,28.37,415.93,45.6,38.42,54.97,Healthy
Benue,11.677626,9.067166,37.64,41.69,33.0,,86.83,26.62,37.61,Healthy
Ogun,10.597912,10.537514,27.09,79.81,17.55,378.01,77.94,,,Healthy
Kebbi,9.42236,5.681657,24.09,89.8,75.46,53.79,56.54,70.25,56.47,Fungal Blight
Kaduna,8.775809,12.940634,23.08,83.76,30.37,51.46,61.49,92.08,,Healthy
Enugu,12.801909,,32.02,72.11,46.44,353.88,21.69,97.51,35.42,Fungal Blight
Kaduna,5.154615,10.982514,30.97,76.92,37.39,354.58,85.66,54.74,14.79,Healthy
Kebbi,7.025407,3.185433,31.58,94.46,77.19,365.59,80.83,31.09,91.01,Healthy
Cross River,7.649441,7.285557,21.58,44.99,33.45,422.01,,27.44,75.27,Healthy
Cross River,,7.044663,36.08,76.7,64.5,97.16,51.96,30.06,99.65,Nutrient Deficiency
Cross River,13.432632,9.250071,27.01,55.59,69.88,142.79,96.8,73.77,37.2,Fungal Blight
Enugu,6.666035,3.836467,,75.2,40.49,411.49,89.11,13.64,89.06,Nutrient Deficiency
Enugu,12.368766,12.086511,28.32,73.42,36.47,120.89,68.0,14.62,64.27,Fungal Blight
Ogun,11.975605,5.504479,27.02,48.44,62.34,322.89,43.46,64.73,50.78,Nutrient Deficiency
Cross River,6.521917,10.785935,35.54,51.37,73.9,262.19,65.62,67.79,30.03,Fungal Blight
Benue,8.093993,12.236939,36.73,,62.85,83.28,61.79,69.87,76.46,Fungal Blight
Cross River,8.187056,9.461585,25.46,47.05,25.9,164.11,45.48,43.47,91.37,Healthy
Cross River,13.303986,11.520157,35.55,54.58,,,37.6,82.54,31.18,Viral Mosaic
Benue,6.128027,10.611394,34.07,85.94,37.13,390.94,46.63,58.03,25.79,Healthy
Kaduna,11.692422,7.088593,,57.99,50.34,333.02,61.65,19.49,72.66,Nutrient Deficiency
Kaduna,7.507734,,24.42,66.84,68.2,298.75,,81.74,97.93,Bacterial Wilt
,11.077833,,30.39,91.76,23.19,248.41,33.72,,77.5,Healthy
Kaduna,8.280099,9.568949,24.94,52.49,64.92,169.47,78.49,15.4,35.61,Fungal Blight
Cross River,9.705238,11.572074,34.83,61.43,51.73,97.7,57.83,45.22,47.8,Healthy
Benue,11.993506,7.357993,,73.36,72.53,213.63,16.09,53.88,44.59,Healthy
Enugu,11.73749,6.481827,30.17,81.54,22.04,61.41,43.15,23.18,86.69,Healthy
Enugu,12.297809,8.282479,,89.59,39.45,134.42,89.64,,79.42,Healthy
Kebbi,5.036556,12.40658,25.81,90.35,68.3,222.99,77.97,35.57,63.01,Viral Mosaic
Enugu,10.728455,13.6941,31.61,82.72,11.35,217.44,39.09,80.47,34.75,Nutrient Deficiency
Cross River,5.759886,9.268459,35.33,52.56,17.85,67.72,94.44,70.39,94.42,Healthy
Kebbi,8.242367,,30.97,41.36,79.34,285.62,16.89,63.82,68.8,Nutrient Deficiency
Enugu,9.437296,13.387647,35.36,61.11,29.63,,96.51,27.29,97.34,Bacterial Wilt
Ogun,8.124655,4.133289,,47.79,78.29,81.24,32.11,29.86,62.21,Viral Mosaic
Benue,9.176505,,,79.07,22.78,427.27,10.82,14.26,83.91,Viral Mosaic
Benue,13.468737,11.15235,28.11,76.36,35.28,89.75,49.04,31.66,83.18,Bacterial Wilt
Kaduna,5.716956,,20.21,42.42,62.7,391.93,42.31,41.09,,Healthy
,10.579104,12.855834,30.02,,56.04,50.12,58.52,,96.76,Bacterial Wilt
Kebbi,8.064009,,31.91,53.68,50.68,402.91,81.71,42.98,11.97,Healthy
Cross River,5.697088,,,63.77,47.09,57.89,85.82,77.92,79.18,Bacterial Wilt
,5.928631,8.034487,33.25,76.74,69.04,353.12,,49.55,96.9,Fungal Blight
Ogun,13.043458,5.653448,30.28,63.62,26.45,194.68,48.69,80.64,40.5,Viral Mosaic
Kebbi,12.416413,6.348759,21.2,64.27,40.97,345.29,23.34,,68.33,Nutrient Deficiency
Kaduna,12.663378,11.881077,22.1,43.61,20.88,210.7,14.28,31.59,60.6,Fungal Blight
Kaduna,13.423795,3.868561,30.74,62.08,51.72,78.36,67.71,87.61,78.54,Healthy
Enugu,6.374839,12.517184,24.95,82.07,27.54,357.0,,65.96,87.96,Healthy
Ogun,7.698954,7.918194,21.43,90.33,33.37,78.5,76.04,83.56,,Bacterial Wilt
Kebbi,10.522971,9.854735,,,42.99,418.85,58.52,68.64,83.43,Nutrient Deficiency
,,4.031001,29.98,63.3,11.87,70.39,27.87,48.16,38.11,Fungal Blight
Cross River,8.265506,6.879629,,78.64,16.44,241.73,58.56,30.53,30.57,Fungal Blight
Ogun,,4.031561,32.97,91.85,58.02,339.21,26.47,16.3,48.76,Healthy
,9.844026,14.057753,31.59,54.69,40.03,207.3,49.49,58.2,71.0,Bacterial Wilt
Kebbi,9.680341,12.283509,25.99,64.21,70.54,136.89,,99.13,26.85,Healthy
,5.953121,8.285777,33.59,83.78,58.63,353.64,51.57,76.42,71.23,Viral Mosaic
Kaduna,8.745659,5.571429,31.68,,10.57,363.72,23.38,39.46,45.47,Bacterial Wilt
Cross River,9.481246,13.734734,,46.08,53.17,419.08,75.14,84.45,81.6,Healthy
,9.632582,,29.96,,16.56,200.47,26.81,79.21,13.32,Fungal Blight
Kebbi,,4.851321,20.21,50.27,64.67,,76.47,35.35,,Healthy
,11.180443,9.47639,32.54,68.06,79.41,195.25,53.14,11.29,68.48,Healthy
Kaduna,4.726792,13.853402,26.77,69.1,47.18,152.83,50.84,20.63,,Viral Mosaic
Cross River,7.693487,3.044048,36.97,88.19,57.79,350.41,86.63,88.96,74.2,Viral Mosaic
Kaduna,11.521914,5.738436,34.72,65.44,26.61,185.86,,85.29,81.67,Fungal Blight
Kaduna,9.575036,13.792148,30.58,55.37,40.63,221.26,,36.57,,Healthy
Ogun,6.850462,4.967489,24.54,52.7,69.93,,36.66,35.67,70.75,Fungal Blight
Kebbi,10.754578,4.3023,,88.08,21.72,335.06,88.38,81.36,36.11,Healthy
Kebbi,9.606518,9.557153,26.13,49.41,28.59,417.12,11.65,94.4,88.28,Healthy
Ogun,11.666192,12.911204,28.58,63.42,41.18,316.7,,80.12,77.28,Viral Mosaic
Enugu,11.115227,8.486763,25.33,50.29,59.86,238.63,75.5,,48.2,Nutrient Deficiency
Ogun,9.990971,14.437489,29.27,82.53,36.31,,,31.84,73.95,Bacterial Wilt
Enugu,8.893599,10.810475,22.98,66.09,74.94,306.39,78.45,57.32,88.09,Healthy
Cross River,5.698639,3.851861,37.6,59.31,16.61,74.24,75.31,31.02,97.81,Healthy
Enugu,6.851997,14.41757,21.94,59.86,35.96,88.27,,82.72,95.71,Healthy
Benue,8.271895,7.690784,36.77,86.87,59.63,65.17,83.94,,39.28,Healthy
Enugu,9.893694,6.305129,36.44,70.46,25.82,232.73,68.11,85.03,47.95,Healthy
Kaduna,9.123371,9.415611,29.46,79.48,55.95,380.34,46.22,44.34,,Healthy
Enugu,7.093661,6.499537,33.05,89.34,21.5,175.23,52.47,84.17,32.28,Nutrient Deficiency
Ogun,4.558179,3.994261,27.85,89.6,13.92,203.66,74.51,40.0,89.42,Viral Mosaic
Cross River,8.966153,3.016426,31.34,58.07,18.47,,88.87,49.61,42.48,Healthy
Kebbi,7.070634,8.170209,26.13,92.38,75.1,,34.5,65.39,65.85,Bacterial Wilt
Kaduna,11.111475,12.623929,25.42,41.37,48.62,316.02,40.79,16.33,69.94,Fungal Blight
Enugu,,9.581625,30.41,60.73,,156.72,,95.34,80.36,Healthy
Enugu,9.76345,14.490884,28.97,89.27,33.29,96.82,62.07,61.62,26.45,Fungal Blight
,12.973268,6.298736,,55.11,51.49,56.42,26.11,55.7,37.43,Healthy
Ogun,6.069683,6.225233,25.16,55.02,,,69.73,85.55,50.35,Healthy
Cross River,8.744845,4.837119,26.61,56.64,76.2,167.04,99.17,87.92,42.84,Fungal Blight
Kebbi,5.322798,4.886731,21.51,73.68,62.33,270.72,84.11,57.0,,Healthy
Ogun,10.131137,6.279646,20.94,64.11,,75.6,77.12,93.45,85.14,Viral Mosaic
Kaduna,9.454785,12.117661,24.56,79.97,13.24,104.49,28.72,15.83,53.17,Viral Mosaic
Ogun,8.16629,13.416203,21.34,89.22,48.48,122.43,88.85,20.19,89.13,Healthy
Cross River,9.192393,14.213502,,77.08,42.69,302.79,57.32,63.71,41.29,Healthy
Kebbi,12.569172,5.671331,34.63,51.25,74.95,296.32,90.04,41.87,80.72,Bacterial Wilt
Ogun,6.266649,13.134922,20.7,91.3,28.01,270.31,39.68,51.78,30.13,Healthy
Benue,4.703081,6.774934,31.86,54.55,28.89,150.2,15.58,39.53,,Healthy
Kebbi,12.254984,4.297666,24.91,48.24,38.79,198.45,52.84,,51.08,Bacterial Wilt
Cross River,9.694054,13.005287,35.69,44.95,27.04,88.68,34.29,84.04,19.67,Viral Mosaic
Benue,12.515926,10.315215,28.73,70.99,19.04,140.58,74.37,,34.59,Healthy
Cross River,,4.894405,25.5,46.26,70.02,409.08,96.14,99.76,46.2,Healthy
Cross River,11.79145,7.943059,29.32,47.63,49.08,441.88,72.19,80.82,77.44,Fungal Blight
Kaduna,8.36706,6.303463,26.88,56.5,70.3,309.06,,34.63,16.57,Healthy
Ogun,11.248739,11.473138,30.16,55.49,68.18,416.73,50.77,33.79,69.36,Healthy
Cross River,12.717373,8.214287,22.06,73.23,29.74,307.1,,40.23,74.44,Fungal Blight
Kebbi,9.649107,14.376719,37.95,84.92,,63.28,,85.89,68.85,Bacterial Wilt
Kebbi,6.127066,3.629567,27.66,81.87,15.83,448.71,73.98,12.46,78.46,Fungal Blight
Enugu,6.919179,7.082676,26.27,54.44,74.07,89.58,,30.72,26.04,Viral Mosaic
Enugu,6.287801,8.541852,32.78,53.49,38.3,323.06,66.33,91.44,62.84,Viral Mosaic
Cross River,6.721713,8.786036,26.55,93.12,37.56,151.13,73.05,67.59,,Fungal Blight
Kaduna,7.257739,6.633262,35.0,40.45,31.19,206.79,32.78,30.42,64.97,Viral Mosaic
Kaduna,9.496204,11.386263,28.18,88.38,42.25,308.37,82.86,29.72,65.02,Bacterial Wilt
Enugu,9.791925,13.059591,32.95,50.99,27.62,224.59,95.53,87.64,76.28,Healthy
Kebbi,8.338498,13.795272,21.93,92.1,36.24,150.22,51.87,90.44,39.99,Healthy
Kebbi,10.038787,,35.23,58.83,66.0,183.78,73.1,33.05,73.04,Bacterial Wilt
Enugu,5.234174,12.781672,33.24,64.22,68.4,186.62,76.33,47.85,92.46,Healthy
Ogun,5.290094,9.331271,23.81,78.89,31.29,433.73,69.6,85.11,10.98,Healthy
Ogun,6.046465,12.497715,22.62,72.32,42.83,369.45,59.24,79.39,88.31,Viral Mosaic
Benue,9.162697,,25.69,57.49,71.17,233.42,,83.25,29.68,Healthy
Kebbi,6.425952,7.582506,37.57,70.46,13.69,129.93,50.4,56.66,51.03,Healthy
Cross River,7.04956,6.6445,24.62,80.19,72.24,374.41,15.5,92.04,86.71,Nutrient Deficiency
,8.102816,8.374954,28.21,42.33,25.34,112.87,,39.34,84.15,Healthy
Kebbi,11.806795,6.284166,20.54,40.62,57.5,134.18,70.66,24.1,90.27,Bacterial Wilt
Cross River,4.624759,14.058532,27.15,,50.78,196.41,,73.79,94.64,Viral Mosaic
Cross River,10.344409,,30.28,47.25,48.71,402.14,22.47,58.54,50.24,Healthy
Kaduna,10.519889,4.127512,37.16,76.54,70.16,102.71,12.77,86.91,69.07,Bacterial Wilt
Kaduna,,9.058397,29.3,,17.11,98.89,94.09,17.3,45.14,Fungal Blight
Enugu,12.894776,3.656639,34.74,63.81,34.29,247.59,23.3,85.93,41.56,Bacterial Wilt
Ogun,4.681241,4.271246,29.85,50.87,47.68,160.56,82.87,36.4,48.84,Bacterial Wilt
Ogun,5.884053,5.522978,20.73,70.17,66.79,277.49,84.09,68.94,76.88,Healthy
Benue,,8.340028,25.67,46.38,25.15,230.65,73.78,13.61,55.13,Healthy
Enugu,,7.982386,30.36,41.27,66.21,223.98,21.81,64.86,83.27,Fungal Blight
Benue,9.581316,12.196456,37.11,42.81,37.97,94.79,70.07,74.55,77.07,Healthy
Ogun,,11.503959,35.46,92.48,23.22,106.42,90.02,43.19,11.84,Healthy
Kebbi,10.611599,7.90266,24.11,47.83,63.13,378.43,48.3,29.39,66.72,Fungal Blight
Benue,12.885664,,23.96,78.97,16.36,404.35,47.22,58.39,49.29,Bacterial Wilt
Ogun,13.472545,6.639391,,43.74,46.03,143.87,49.86,84.99,,Healthy
Cross River,10.981417,11.900944,36.6,45.95,14.47,95.38,17.4,39.12,83.65,Fungal Blight
Cross River,7.084991,,35.35,67.99,34.95,71.37,90.28,32.72,59.28,Viral Mosaic
Kaduna,12.417772,3.147449,,65.57,52.08,293.32,88.23,35.1,89.71,Bacterial Wilt
Benue,4.942988,12.148761,27.07,92.34,48.93,336.14,99.81,95.42,74.15,Bacterial Wilt
Kebbi,6.579728,8.487183,29.08,91.97,38.33,199.12,,42.33,,Fungal Blight
Enugu,12.576471,4.505133,28.36,82.88,40.03,321.87,,10.32,77.91,Healthy
Cross River,6.805724,5.709008,24.56,109.5,25.87,335.18,28.24,80.35,13.45,Viral Mosaic
Kaduna,6.48586,13.723795,29.09,65.02,41.91,424.14,70.08,72.93,12.44,Nutrient Deficiency
Kebbi,5.743128,12.884284,20.55,,76.73,75.95,68.48,21.57,17.5,Viral Mosaic
Cross River,12.232006,11.162528,22.37,92.09,69.53,126.92,91.11,98.64,49.38,Viral Mosaic
Benue,9.000524,8.54559,35.96,73.16,20.17,,84.77,64.73,31.19,Nutrient Deficiency
Kebbi,10.574039,8.983722,33.53,71.85,12.08,397.2,94.46,55.07,98.58,Healthy
Kebbi,,14.215312,27.61,52.75,75.35,367.03,88.2,44.4,58.81,Viral Mosaic
Kaduna,11.322364,14.10636,29.31,42.57,46.87,279.86,88.18,90.88,69.62,Bacterial Wilt
Benue,11.34005,5.475594,26.66,91.99,47.65,83.47,15.74,31.96,35.09,Fungal Blight
Kebbi,,12.327703,33.33,57.26,64.65,159.32,86.14,35.72,38.96,Fungal Blight
Benue,,5.268291,34.12,64.34,32.03,169.09,64.67,21.02,40.19,Bacterial Wilt
Benue,6.387212,5.455681,,46.31,43.73,274.3,44.24,78.32,72.89,Bacterial Wilt
Enugu,13.289049,10.77507,33.01,86.03,77.81,153.22,15.09,63.6,52.63,Fungal Blight
Cross River,10.310423,7.657513,23.68,41.52,57.05,79.18,70.99,64.82,56.59,Healthy
Ogun,12.910895,13.712761,26.08,85.87,20.76,342.3,39.54,29.66,63.28,Healthy
Kebbi,7.23047,4.023612,28.46,47.72,19.33,169.63,52.1,68.61,79.19,Fungal Blight
Kebbi,11.537018,8.882545,25.95,,24.3,230.95,,78.89,18.13,Healthy
Kebbi,11.392728,13.562998,33.59,80.14,63.67,101.07,92.06,42.21,79.92,Healthy
Ogun,10.724901,13.397307,25.93,49.06,30.68,371.02,84.29,82.12,60.69,Viral Mosaic
Enugu,13.190751,4.800086,22.49,71.12,11.5,276.21,50.55,41.39,70.22,Healthy
,8.041998,7.216334,,57.2,76.09,410.63,44.9,78.23,,Healthy
,5.676456,10.119896,37.64,49.8,21.88,248.19,31.58,13.04,46.84,Healthy
Enugu,10.54538,4.833041,24.07,87.26,10.67,426.57,43.52,59.6,30.8,Healthy
Enugu,11.063788,,31.02,62.19,26.6,406.75,,97.26,98.14,Healthy
Cross River,,13.519617,27.79,61.92,26.45,280.58,97.4,98.31,54.73,Healthy
Kebbi,6.361361,4.919927,21.28,49.34,39.54,423.56,61.65,35.36,99.65,Bacterial Wilt
Kaduna,9.040103,4.393288,28.78,61.07,,179.24,21.5,49.73,54.08,Healthy
Ogun,7.309708,3.982198,32.64,87.94,71.54,196.26,41.75,15.67,29.78,Healthy
,8.347199,13.458602,29.24,59.97,41.98,68.19,59.23,88.6,55.67,Fungal Blight
Kaduna,10.306967,5.226674,35.7,92.34,38.76,285.68,57.96,61.17,13.56,Fungal Blight
Kaduna,,7.787277,25.2,92.05,48.85,338.77,13.2,44.66,91.43,Fungal Blight
Ogun,6.590022,8.161791,21.55,47.97,27.04,359.41,,20.15,83.67,Healthy
Kebbi,8.147928,9.888627,36.86,49.75,13.65,,34.78,95.21,75.32,Healthy
Kaduna,6.922454,3.824956,26.81,87.45,75.75,227.66,11.46,57.72,64.88,Viral Mosaic
Kebbi,6.287685,5.607724,30.38,61.6,23.07,120.75,16.88,35.46,62.19,Healthy
Enugu,11.550485,13.712139,34.26,40.24,23.89,314.85,62.22,41.52,99.71,Healthy
Enugu,,13.446716,25.84,55.06,43.07,113.18,22.4,34.36,35.02,Fungal Blight
Kebbi,7.83209,11.984842,32.89,72.87,44.41,411.67,13.76,64.16,80.17,Healthy
Ogun,11.26151,3.223114,22.44,83.96,11.29,142.25,44.17,93.7,62.33,Healthy
Benue,12.572958,6.760578,,47.34,20.36,166.56,66.05,87.1,97.83,Fungal Blight
Enugu,12.115118,10.221525,22.6,46.08,36.47,390.36,20.07,51.43,84.5,Bacterial Wilt
Benue,6.14532,6.164687,34.6,90.72,57.86,233.39,38.2,84.38,99.87,Nutrient Deficiency
Benue,13.106627,13.460247,24.01,81.31,25.99,,47.6,48.08,62.95,Fungal Blight
Cross River,7.890088,10.289729,32.91,72.44,39.61,247.83,24.35,,28.41,Fungal Blight
Ogun,7.553166,3.826927,36.98,82.31,49.01,83.82,55.55,98.51,55.33,Bacterial Wilt
Kaduna,5.061882,13.453564,29.5,63.59,72.2,,17.67,37.35,74.0,Bacterial Wilt
Benue,8.875563,14.014317,,81.72,32.82,285.24,14.19,,79.69,Viral Mosaic
Cross River,5.481123,3.893693,28.3,60.45,19.35,152.61,56.79,99.07,10.05,Healthy
Kebbi,6.736858,9.122143,25.87,53.43,,275.49,32.31,22.05,55.45,Healthy
Benue,7.352484,6.488689,28.56,80.1,62.27,80.75,18.58,78.45,31.17,Healthy
Enugu,11.779437,7.517649,30.85,63.08,17.69,369.96,48.15,,88.74,Healthy
Cross River,12.379398,5.065989,37.75,93.98,39.73,420.13,92.36,56.06,23.76,Viral Mosaic
Cross River,7.222197,9.647829,36.88,59.22,11.24,399.78,75.18,10.23,,Healthy
Enugu,12.228283,14.016763,35.52,,12.35,186.7,83.41,43.76,33.95,Viral Mosaic
Kebbi,12.215078,8.785335,36.0,91.31,43.81,180.31,88.47,20.04,42.09,Healthy
,11.381859,3.953518,28.42,53.3,30.87,64.04,97.54,47.46,94.65,Bacterial Wilt
Enugu,,10.130015,31.83,83.9,69.16,,78.69,81.1,31.64,Fungal Blight
Kebbi,10.712906,6.912564,36.11,63.82,52.15,263.96,64.76,49.48,18.55,Bacterial Wilt
,13.005217,12.84314,27.07,90.46,41.78,233.74,42.89,48.87,16.24,Healthy
Enugu,10.642864,7.998799,37.31,64.76,38.56,413.05,26.35,60.11,55.42,Bacterial Wilt
Ogun,7.484552,5.217656,27.48,,44.81,117.15,71.8,,67.75,Healthy
Cross River,9.005214,5.197715,30.82,65.68,12.83,53.87,99.55,87.07,39.46,Healthy
Cross River,10.311525,11.840788,32.78,52.53,72.5,79.33,,37.75,72.12,Bacterial Wilt
Ogun,9.095134,6.054257,37.11,50.96,79.88,139.35,75.13,,15.49,Viral Mosaic
Ogun,5.579576,11.823184,24.4,63.4,22.7,63.31,54.56,60.93,87.16,Healthy
Enugu,7.308576,5.367704,33.43,81.55,18.43,251.14,48.87,37.05,83.49,Bacterial Wilt
Cross River,11.721564,6.699393,29.37,73.28,20.05,175.64,,36.56,98.69,Healthy
Ogun,12.252762,8.3531,24.83,77.87,56.27,122.19,55.42,42.5,94.29,Bacterial Wilt
Benue,5.7357,13.846752,33.98,55.53,56.3,350.03,43.02,66.04,42.06,Bacterial Wilt
Enugu,13.071481,13.714911,29.94,66.48,69.35,131.78,77.39,30.77,45.93,Fungal Blight
Ogun,7.459404,5.379027,31.9,42.44,62.63,325.04,88.68,92.83,,Fungal Blight
Ogun,,7.119519,25.81,84.96,,189.71,89.46,61.74,22.07,Viral Mosaic
Benue,11.266426,4.718093,28.66,94.44,52.9,254.73,30.49,92.8,38.26,Healthy
Cross River,11.807516,8.864828,31.11,62.38,58.18,423.55,90.63,14.18,20.67,Healthy
,13.011747,8.296699,27.29,40.6,45.89,64.94,40.74,40.84,50.94,Healthy
Benue,,13.358742,23.57,49.34,43.3,250.11,37.84,12.05,59.68,Healthy
Cross River,12.226558,13.695062,37.31,75.89,55.16,391.77,75.41,34.5,29.0,Healthy
Cross River,5.685182,7.411025,29.21,73.66,49.02,285.19,37.42,87.58,12.4,Healthy
Kebbi,,8.654986,33.21,83.33,55.08,160.75,14.77,13.29,74.74,Healthy
Benue,11.1778,13.306717,27.4,53.96,52.9,209.07,43.63,49.25,11.8,Bacterial Wilt
Kaduna,10.599509,12.27714,26.39,82.0,60.34,322.11,74.93,20.58,97.61,Viral Mosaic
Kebbi,6.770833,3.042048,27.33,77.84,55.0,406.32,39.43,,29.94,Viral Mosaic
Ogun,12.357388,6.680685,27.37,57.75,46.38,66.43,66.66,85.5,69.75,Healthy
Kebbi,6.019726,7.850404,29.8,70.0,57.73,,69.41,,49.13,Healthy
Kaduna,4.982713,5.641737,29.78,,,180.02,76.04,76.31,15.37,Fungal Blight
Kaduna,10.957185,5.295074,28.95,64.89,26.92,143.11,90.74,41.42,52.5,Fungal Blight
Kebbi,8.779281,3.434522,22.43,88.47,10.1,155.97,48.93,95.0,56.51,Healthy
Kebbi,12.141882,10.398752,28.93,63.17,49.2,138.51,24.98,73.83,86.92,Healthy
Cross River,7.950574,6.018868,23.04,86.18,51.35,128.33,38.7,47.96,75.91,Viral Mosaic
Kaduna,6.014507,3.601993,22.27,72.46,,102.25,48.9,48.38,17.14,Viral Mosaic
Kebbi,12.02798,5.656262,36.79,50.55,35.3,423.58,,92.68,28.82,Healthy
Benue,9.440187,12.22201,30.89,71.96,37.59,107.68,11.18,61.88,38.07,Viral Mosaic
Enugu,6.202762,12.792126,31.87,67.83,24.13,131.76,38.42,73.57,20.48,Bacterial Wilt
Enugu,10.983456,8.555262,27.23,61.93,14.94,148.51,80.19,47.53,51.12,Fungal Blight
Enugu,9.100023,7.784813,36.36,,64.1,423.21,70.38,30.13,98.59,Healthy
Benue,9.938817,14.245317,,62.92,27.48,352.29,75.86,75.12,56.32,Healthy
Enugu,8.648085,5.306494,33.85,44.0,52.62,365.88,83.06,64.7,76.77,Fungal Blight
Cross River,11.958381,5.476632,26.63,45.43,58.14,91.9,80.49,55.12,71.46,Healthy
Cross River,11.966064,6.356473,37.28,62.88,42.99,384.52,71.4,66.16,86.49,Bacterial Wilt
Kebbi,10.884499,4.986709,34.77,56.8,71.34,213.28,49.57,28.75,29.42,Fungal Blight
Kebbi,5.448612,7.362704,35.37,90.9,41.07,155.13,98.52,81.45,77.84,Bacterial Wilt
Kaduna,12.049685,13.474594,23.1,,29.94,280.3,61.22,,89.32,Nutrient Deficiency
Ogun,10.539117,10.0765,24.88,,72.72,378.87,28.25,90.2,25.44,Healthy
Kaduna,10.773217,7.737385,25.14,69.16,70.31,361.46,36.35,38.93,41.21,Bacterial Wilt
Enugu,7.766846,13.745724,24.88,78.72,21.48,406.0,72.42,46.54,,Fungal Blight
Kebbi,12.413516,3.557339,35.4,54.31,11.82,421.25,93.23,82.76,80.27,Healthy
Enugu,11.028344,5.418176,20.57,91.8,16.3,145.25,26.08,63.56,35.43,Bacterial Wilt
Benue,5.513314,9.507719,21.37,69.15,30.06,219.54,17.41,59.31,,Healthy
Cross River,8.170002,10.078855,24.93,85.72,78.06,55.85,89.34,,46.39,Healthy
Kaduna,12.477423,,23.6,60.08,49.1,401.73,92.38,58.24,54.1,Healthy
Benue,4.92477,7.634946,24.17,45.51,36.13,111.83,34.87,56.34,41.96,Healthy
Kebbi,,10.465271,34.36,,72.21,394.59,43.96,13.78,,Nutrient Deficiency
Ogun,10.612463,11.027811,30.14,40.43,41.72,181.75,69.42,16.25,70.73,Bacterial Wilt
Ogun,10.182384,10.338609,20.1,66.14,32.07,197.25,39.69,10.67,80.07,Fungal Blight
Benue,6.935033,6.686477,27.73,50.6,75.89,65.65,,92.19,88.66,Fungal Blight
Kaduna,6.739126,4.075481,27.34,74.51,69.47,180.75,19.68,46.75,23.98,Fungal Blight
